shakti-dashboard  |  HTTP  8/13/2026 5:00:06 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:51:17 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 6:51:27 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:51:27 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:51:38 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:51:38 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:51:48 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:51:48 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:51:58 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:51:58 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:52:08 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:52:08 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:52:18 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:52:18 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:52:28 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:52:28 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:52:38 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:52:38 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 6:52:48 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:52:48 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:52:58 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:52:58 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:53:09 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:53:09 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:53:19 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:53:19 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:53:29 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:53:29 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:53:39 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:53:39 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:53:49 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:53:49 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:53:59 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:53:59 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:54:09 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:54:09 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 6:54:19 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:54:19 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:54:30 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:54:30 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:54:40 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:54:40 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 6:54:50 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:54:50 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:55:00 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:55:00 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:55:10 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:55:10 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:55:20 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:55:20 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 6:55:30 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:55:30 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:55:40 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:55:40 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:55:50 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:55:50 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 6:56:01 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:56:01 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:56:11 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:56:11 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:56:21 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:56:21 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:56:31 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:56:31 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:56:41 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:56:41 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:56:51 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:56:51 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:57:01 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:57:01 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:57:11 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:57:11 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:57:21 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:57:21 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:57:31 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:57:31 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:57:42 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:57:42 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 6:57:52 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:57:52 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 6:58:02 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:58:02 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:58:12 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:58:12 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:58:22 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:58:22 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:58:32 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:58:32 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 6:58:42 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:58:42 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 6:58:52 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:58:52 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:59:02 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:59:02 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:59:12 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:59:12 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:59:23 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:59:23 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 6:59:33 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:59:33 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 6:59:43 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:59:43 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 6:59:53 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 6:59:53 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:00:03 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:00:03 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:00:13 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:00:13 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:00:23 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:00:23 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:00:33 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:00:33 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:00:44 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:00:44 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:00:54 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:00:54 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:01:04 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:01:04 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:01:14 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:01:14 AM ::1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:01:24 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:01:24 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:01:34 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:01:34 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:01:44 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:01:44 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:01:55 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:01:55 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:02:05 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:02:05 AM ::1 Returned 200 in 5 ms
shakti-dashboard  |  HTTP  8/13/2026 7:02:15 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:02:15 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:02:25 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:02:25 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:02:35 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:02:35 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:02:45 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:02:45 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:02:55 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:02:55 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:03:05 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:03:05 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:03:16 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:03:16 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:03:26 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:03:26 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:03:36 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:03:36 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:03:46 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:03:46 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:03:56 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:03:56 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:04:06 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:04:06 AM ::1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:04:17 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:04:17 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:04:27 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:04:27 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:04:37 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:04:37 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:04:47 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:04:47 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:04:57 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:04:57 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:07 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:07 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 GET /assets/index-DWG4fkr0.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 GET /assets/skeleton-D7ojhfvE.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 GET /assets/index-DOZhHwl7.css
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 Returned 200 in 17 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 Returned 200 in 18 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:16 AM 10.60.15.1 Returned 200 in 17 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/ExecutiveLayout-DHz98p9W.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/format-Dh8SHLjW.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/clipboard-check-C5i5vMuW.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 9 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useQueries-CEqL3tEH.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 5 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/folder-git-2-Djwic8ge.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/users-Y6oKSw1L.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 8 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/layers-BHtkYcrL.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/shield-check-CMGO0kB6.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/user-check-58bkMBef.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 7 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useQueries-BPb9n44I.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 6 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useSetuQueries-BhCGKgPG.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/OperationsLayout-jPCKAhMk.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 7 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/clock-BUvWRfzf.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 6 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/file-text-39KjNO7x.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/server-Dpfv_WyR.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useBucketQueries-Dz__2Eip.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/usePranaQueries-Dq4opeB0.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useTantraQueries-DgAPappo.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/IntegrationLayout-DBTRNHLx.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 5 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/circle-check-big-Dmz8PdQG.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/circle-alert-CUvWMz0I.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 5 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/info-BWE7_LF2.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 7 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useNiyantranQueries-Bw_tVZxS.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/DecisionIntelligenceLayout-CWB6TL2N.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/circle-check-C7xrJulQ.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/octagon-alert-Mse2-FAx.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 4 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useKarmaQueries-DROsdRfH.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 7 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useSanskarQueries-DaRUFbSZ.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/ObservabilityLayout-EBiGxb0o.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 5 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/useKeshavQueries-BNdxnShm.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 3 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/OperatorConsoleLayout-DrCe39tQ.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 6 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/WorkflowLayout-BAEH72tP.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/shield-alert-CQfxwcgC.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 13 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 6 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/user-C23OfzLF.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/RuntimeHealthLayout-Caz2cqB3.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/ReplayLayout-CERhcySe.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 13 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/git-branch-4zHSIOQk.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 11 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 8 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/BuildRegistryLayout-C_4L7YFz.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/EvidenceLayout-Cv6lAo3K.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 5 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/RepositoryRegistryLayout-D7Yo6Yg4.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 12 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/MigrationQueueLayout-DmtANgBX.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/CapabilityRegistryLayout-apA-H39d.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 46 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/ReviewQueueLayout-BUovJ2wG.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 55 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 22 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/search-B0007xAy.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/EmployeeExecutionLayout-rJcXaz8C.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 11 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 13 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/EngineeringCapacityLayout-C-LPVBsV.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 15 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/DeliveryIntelligenceLayout-Sfb1xPfW.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 11 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /assets/CapabilityDependencyGraphLayout-DGwvjB5r.js
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 GET /favicon.svg
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM 10.60.15.1 Returned 200 in 10 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:17 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:28 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:28 AM ::1 Returned 200 in 0 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:38 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:38 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:48 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:48 AM ::1 Returned 200 in 2 ms
shakti-dashboard  |  HTTP  8/13/2026 7:05:58 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:05:58 AM ::1 Returned 200 in 7 ms
shakti-dashboard  |  HTTP  8/13/2026 7:06:08 AM ::1 GET /
shakti-dashboard  |  HTTP  8/13/2026 7:06:08 AM ::1 Returned 200 in 1 ms
shakti-dashboard  |  HTTP  8/13/2026 7:06:18 AM ::1 GET /
